"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"p2c";"1.21alpha2";"x86_64";"3";"/slackware64/d";"";"312 K";"920 K";" p2c (Pascal to C translator) P2c is a tool for translating Pascal programs into C. The input consists of a set of source files in any of the following Pascal dialects: HP Pascal, Turbo/UCSD Pascal, DEC VAX Pascal, Oregon Software Pascal/2, Macintosh Programmer's Workshop Pascal, Sun/Berkeley Pascal, Texas Instruments Pascal, Apollo Domain Pascal. Modula-2 syntax is also supported. Output is a set of .c and .h files that comprise an equivalent program in any of several dialects of C."
"pan";"0.134";"x86_64";"1";"/slackware64/xap";"";"768 K";"3270 K";" pan (USENET newsreader) This is PAN, a powerful and user-friendly USENET newsreader based on GTK+2. Pan is the only Unix newsreader to score 100% on the Good Net-Keeping Seal of Approval newsreader evaluations."
"pango";"1.28.4";"x86_64";"1";"/slackware64/l";"";"500 K";"3610 K";" pango (library for layout and rendering of text) Pango is a library for layout and rendering of text, with an emphasis on internationalization. Pango can be used anywhere that text layout is needed; however, most of the work on Pango was done using the GTK+ widget toolkit as a test platform. Pango forms the core of text and font handling for GTK+-2."
"parted";"2.3";"x86_64";"1";"/slackware64/l";"";"512 K";"2270 K";" parted (GNU disk partitioning tool) GNU Parted is a program for creating, destroying, resizing, checking and copying partitions, and the filesystems on them. This is useful for creating space for new operating systems, reorganizing disk usage, copying data between hard disks, and disk imaging."
"patch";"2.6.1";"x86_64";"1";"/slackware64/a";"";"96 K";"230 K";" patch (apply a diff file to an original file or files) Patch is a utility used to apply diffs (or patches) to files, which are usually source code. Larry Wall wrote the original version of patch. Paul Eggert removed patch's arbitrary limits; added support for binary files, setting file times, and deleting files; and made it conform better to POSIX. Other contributors include Wayne Davison, who added unidiff support, and David MacKenzie, who added configuration and backup support."
"pciutils";"3.1.7";"x86_64";"1";"/slackware64/a";"";"248 K";"1090 K";" pciutils (PCI utilities) lspci displays detailed information about all PCI buses and devices in the system, replacing the original /proc/pci interface. setpci allows reading from and writing to PCI device configuration registers. For example, you can adjust the latency timers with it. See the manual pages for more details."
"pcmciautils";"017";"x86_64";"1";"/slackware64/a";"";"32 K";"120 K";" pcmciautils (Utilities for using PCMCIA cards with 2.6+ kernels) This package provides PCMCIA tools that replace the pcmcia-cs tools used with the 2.4.x Linux kernel. PCMCIA cards are commonly used in laptops to provide expanded capabilities such as network connections, modems, increased memory, and more."
"pcre";"8.12";"x86_64";"1";"/slackware64/l";"";"440 K";"1670 K";" pcre (Perl-compatible regular expression library) The PCRE library is a set of functions that implement regular expression pattern matching using the same syntax and semantics as Perl 5, with just a few differences (documented in the man page). The PCRE library is used by KDE's Konqueror browser."
"perl";"5.12.3";"x86_64";"1";"/slackware64/d";"";"14524 K";"62400 K";" perl (Practical Extraction and Report Language) Larry Wall's 'Practical Extraction and Report Language'. Perl is a language optimized for scanning arbitrary text files, extracting information from those text files, and printing reports based on that information. It's also a good language for many system management tasks. The language is intended to be practical (easy to use, efficient, complete) rather than beautiful (tiny, elegant, minimal)."
"phonon";"4.4.3";"x86_64";"1";"/slackware64/l";"";"352 K";"1640 K";" phonon (multimedia framework for KDE4) Phonon is the multimedia framework for KDE4. This package contains the xine and gstreamer backends and support files for KDE. The Phonon library itself is included with Qt."
"phonon-mplayer";"20101213";"x86_64";"1";"/slackware64/l";"";"92 K";"340 K";" phonon-mplayer (mplayer backend for phonon) This package provides an additional mplayer backend for the phonon multimedia framework used in KDE. Home: http://code.google.com/p/phonon-vlc-mplayer/"
"php";"5.3.6";"x86_64";"6";"/slackware64/n";"";"5632 K";"32230 K";" php (HTML-embedded scripting language) PHP is an HTML-embedded scripting language. It shares syntax characteristics with C, Java, and Perl. The primary objective behind this language is to make a fast and easy-to-use scripting language for dynamic web sites. More information can be found online at http://www.php.net/"
"pidentd";"3.0.19";"x86_64";"1";"/slackware64/n";"";"44 K";"150 K";" pidentd (TCP/IP IDENT protocol server) The identd daemon implements the IDENT protocol as specified in RFC1413. When your machine connects to a remote system, the remote machine may connect to your identd daemon to find out either the user name or other information about the process that initiated the connection. Some remote machines may choose not to allow your connections if you do not provide access to an identd daemon. The pidentd daemon was written by Peter Eriksson."
"pidgin";"2.7.11";"x86_64";"1";"/slackware64/xap";"";"7092 K";"35780 K";" pidgin (GTK+ instant messaging program) Pidgin allows you to talk to anyone using a variety of messaging protocols, including AIM (Oscar and TOC), ICQ, IRC, Yahoo!, MSN Messenger, Jabber, Gadu-Gadu, Napster, and Zephyr. These protocols are implemented using a modular, easy to use design. To use a protocol, just load the plugin for it. For more info, see: http://www.pidgin.im"
"pil";"1.1.7";"x86_64";"1";"/slackware64/l";"";"364 K";"1570 K";" pil (Python Imaging Library) The Python Imaging Library (PIL) adds image processing capabilities to your Python environment. This library provides extensive file format support, an efficient internal representation, and powerful image processing capabilities. PIL is used by the scanning component of HPLIP. PIL homepage: http://www.pythonware.com/products/pil/"
"pilot-link";"0.12.5";"x86_64";"3";"/slackware64/l";"";"552 K";"2210 K";" pilot-link (library for communicating with PalmOS devices) This is a library for communicating with Palm Computing, Inc. Palm Devices as well as the Handspring Visor, TRGPro, and other devices which conform to this standard (PalmOS licensed devices). pilot-link is used by KPilot."
"pinentry";"0.8.1";"x86_64";"1";"/slackware64/n";"";"124 K";"400 K";" pinentry (PIN Entry dialogs) This is a collection of simple PIN or passphrase entry dialogs which utilize the Assuan protocol as described by the aegypten project. See http://www.gnupg.org/aegypten/ for details."
"pixman";"0.20.2";"x86_64";"1";"/slackware64/x";"";"168 K";"520 K";" pixman pixman contains low-level pixel manipulation routines and is used by both xorg and cairo. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"pkg-config";"0.25";"x86_64";"1";"/slackware64/d";"";"72 K";"180 K";" pkg-config (system for managing library compile/link flags) pkg-config is a system for managing library compile/link flags that works with automake and autoconf. It replaces the ubiquitous *-config scripts you may have seen with a single tool. See the man page that comes with pkg-config for full documentation."
"pkgtools";"13.37";"noarch";"9";"/slackware64/a";"";"40 K";"140 K";" pkgtools (The Slackware package maintenance system) This package contains utilities for handling Slackware packages. Included are the command line utilities 'installpkg', 'removepkg', 'makepkg', 'explodepkg', and 'upgradepkg' that install, remove, build, examine, and upgrade software packages. Also included are 'pkgtool', a menu based program for installing packages, removing packages, or viewing the packages that are installed on the system, documentation (man pages), and a few other system admin scripts."
"pm-utils";"1.4.1";"x86_64";"2";"/slackware64/ap";"";"72 K";"300 K";" pm-utils (Power Management Utilities) The pm-utils package provides simple shell command line tools to suspend and hibernate computers that can be used to run vendor or distribution supplied scripts on suspend and resume. Homepage: http://pm-utils.freedesktop.org/"
"pmake";"1.111";"x86_64";"3";"/slackware64/d";"";"88 K";"220 K";" pmake (BSD parallel make) This is PMake -- a parallel Make program originally written for the Sprite operating system, ported from BSD Unix. This may be useful if you're going to port software with Makefiles designed for BSD. PMake was written by Adam de Boor."
"polkit";"0.101";"x86_64";"2";"/slackware64/l";"";"360 K";"1740 K";" polkit (authentication framework) PolicyKit is an application-level toolkit for defining and handling the policy that allows unprivileged processes to speak to privileged processes. PolicyKit is specifically targeting applications in rich desktop environments on multi-user UNIX-like operating systems. Home: http://www.freedesktop.org/wiki/Software/PolicyKit"
"polkit-gnome";"0.101";"x86_64";"1";"/slackware64/l";"";"100 K";"670 K";" polkit-gnome (GTK+ authentication agent for polkit) polkit-gnome provides a GTK+ based authentication agent for polkit. It can be used by any desktop environment that follows the XDG Base Directory Specification."
